rank,node,score,out_degree,in_degree
1,N738,0.0026102561134656,5,14
2,N576,0.00244315141116539,8,13
3,N290,0.00240425808223637,4,9
4,N199,0.00236795151060289,9,9
5,N422,0.00233175935833588,5,14
6,N427,0.002179464573668,9,12
7,N941,0.00214174956859477,6,9
8,N530,0.00212190809796632,7,10
9,N711,0.00211335312601717,11,11
10,N420,0.00211161956525136,9,7
11,N518,0.00208724963560297,4,11
12,N871,0.00208509179727343,7,11
13,N371,0.0020811643704806,8,9
14,N849,0.0020677413447538,11,12
15,N999,0.00203702806363316,8,8
16,N836,0.00202255156767484,8,10
17,N412,0.00200826976902663,7,8
18,N381,0.00198877598233687,4,9
19,N9,0.00196728981763738,8,10
20,N822,0.00195416840742432,3,12
21,N541,0.0019500466612398,6,11
22,N288,0.00192781404066415,4,13
23,N461,0.00192409850901383,3,9
24,N768,0.00192349180292854,8,13
25,N919,0.00191672285753134,7,8
26,N966,0.00191443194167909,8,8
27,N306,0.00190429125745682,10,12
28,N646,0.00190224062423532,3,11
29,N878,0.00187844867287947,5,7
30,N33,0.00187358561585919,5,10
31,N208,0.0018666598978391,6,10
32,N823,0.00186011616777158,8,8
33,N405,0.00185770876925834,5,9
34,N979,0.00185609604952501,4,10
35,N794,0.00180550477920067,3,11
36,N221,0.00179289074774141,6,9
37,N246,0.00179135112513242,2,9
38,N534,0.00179111736902886,3,5
39,N536,0.0017900286844751,6,9
40,N149,0.0017842193204262,7,9
41,N42,0.00178399747737818,6,6
42,N327,0.0017810079072102,6,7
43,N657,0.00177685426276131,3,8
44,N52,0.00176824495980047,9,8
45,N713,0.00174796054868419,12,12
46,N27,0.00173935577058806,3,9
47,N817,0.0017377489969533,11,10
48,N66,0.00173200826276485,3,8
49,N719,0.00173118707834702,6,6
50,N346,0.00171883302074576,13,7
51,N865,0.00171660727885107,8,12
52,N760,0.00171586330823288,8,12
53,N377,0.00170398839300334,3,8
54,N299,0.00170052355197533,4,9
55,N418,0.0016992709666077,3,10
56,N67,0.00169470234948053,9,8
57,N382,0.00169152740070695,5,7
58,N857,0.00169082070617185,6,7
59,N219,0.00169024660109886,8,8
60,N121,0.00168835429175834,5,8
61,N978,0.00168493241550961,6,9
62,N432,0.0016836998567711,4,10
63,N923,0.00168328386458649,9,10
64,N224,0.0016781601170802,11,10
65,N525,0.00166915012172152,6,7
66,N918,0.00166834050144411,4,11
67,N656,0.00166717178082705,3,9
68,N69,0.00166363327684284,9,9
69,N771,0.00165083659119791,7,13
70,N465,0.0016502300223081,8,10
71,N889,0.00164431728118696,6,11
72,N32,0.00164405888069496,4,9
73,N28,0.00164153207917627,10,8
74,N927,0.00163264611418457,5,11
75,N556,0.00162291292221194,8,6
76,N14,0.00162289911984542,2,9
77,N391,0.00162110431563048,6,8
78,N624,0.00161918691310933,2,10
79,N2,0.00161729793118558,5,8
80,N38,0.00161704989122277,6,11
81,N286,0.00161260109303871,10,11
82,N491,0.00160638212141197,5,7
83,N696,0.00160528795279516,5,8
84,N268,0.00159924180724898,7,10
85,N65,0.00158462015911973,3,10
86,N457,0.00158135043828868,7,10
