rank,node,score,out_degree,in_degree
1,N322,0.00516197682317635,10,13
2,N496,0.00456864845389774,10,15
3,N132,0.00429821906331126,7,11
4,N362,0.00393487250134522,7,10
5,N108,0.00388822480998826,7,10
6,N24,0.00386678555921097,7,11
7,N41,0.00375351500020215,6,9
8,N111,0.00372059891913526,9,11
9,N458,0.0037127798593684,5,9
10,N408,0.00369206789945164,11,12
11,N274,0.00368410589808514,6,11
12,N387,0.00366959379315664,7,9
13,N162,0.00364792747866343,6,10
14,N218,0.00359335575831774,6,10
15,N259,0.00354638845350945,6,11
16,N390,0.00353537266643866,11,8
17,N174,0.00352018804328655,7,8
18,N474,0.00344087684459581,4,12
19,N185,0.00343403532857747,5,10
20,N473,0.00342272868605808,10,8
21,N397,0.00341045354000993,5,9
22,N355,0.00339723577224823,6,8
23,N472,0.00338526138374884,3,8
24,N431,0.003360234253713,7,9
25,N442,0.00332148419141692,8,12
26,N166,0.00330040804116893,4,9
27,N400,0.00329970693336237,7,8
28,N54,0.00329326353796413,8,7
29,N486,0.00327598246167603,5,10
30,N277,0.00327005954798405,5,11
31,N121,0.00322813837851127,2,9
32,N378,0.00319960382681047,3,11
33,N413,0.00319421147088221,8,8
34,N489,0.00309489053811718,5,10
35,N223,0.00309062635438376,4,10
36,N81,0.00307924954678174,7,10
37,N321,0.00307011924782956,4,9
38,N36,0.00306881402983369,5,12
39,N57,0.00306235703914113,6,8
40,N74,0.00304350392663292,8,9
41,N406,0.00301763826404538,5,8
42,N347,0.00300018243726697,9,6
43,N67,0.00299570941626352,5,8
44,N184,0.00298754536814283,6,10
45,N291,0.00297804005002573,7,10
46,N451,0.0029636338523669,8,8
47,N197,0.00296126646549358,7,10
48,N78,0.00295637340949648,4,9
49,N340,0.00293828523821807,3,7
50,N247,0.00293401962986867,11,9
51,N171,0.00293398949306962,6,8
52,N278,0.0029259244750105,6,10
53,N110,0.00292400914710915,5,11
54,N310,0.00290467580537509,3,8
55,N187,0.00289970829192965,5,6
56,N79,0.00289755585190536,4,11
57,N16,0.00289589001784168,8,9
58,N13,0.00287945508012622,3,10
59,N343,0.00287317575921467,9,7
60,N254,0.00287276954116168,8,8
61,N287,0.00286224719963444,6,8
62,N409,0.00284669930021858,4,10
63,N471,0.00283256637839801,3,7
64,N175,0.00282461403416168,9,7
65,N483,0.00282385224100537,12,10
66,N300,0.00282206354784077,4,8
67,N120,0.0028218680567392,5,8
68,N245,0.00280657305946137,3,5
69,N198,0.00278829281679804,9,9
70,N19,0.00277723322123865,5,8
71,N391,0.00277242471000889,8,11
72,N18,0.00274664866137357,7,6
73,N266,0.00274559119280991,6,8
74,N83,0.00274093796539055,3,9
75,N213,0.00273848530587084,6,11
76,N476,0.00273786720407904,11,8
77,N396,0.00272806467774842,6,9
78,N468,0.00272655944896111,10,8
79,N136,0.00272070490424439,5,10
80,N288,0.00271232927946892,9,8
81,N317,0.00270730313214789,7,7
82,N282,0.00270668576188848,6,8
83,N271,0.00270514830500682,5,9
84,N103,0.00269685117785651,3,7
85,N242,0.00269112898708783,3,7
86,N286,0.00268402436933561,6,8
87,N475,0.0026740131997594,6,7
88,N45,0.00267120794314436,5,9
89,N415,0.00266452982394421,4,10
90,N365,0.00266386249901768,7,9
91,N416,0.0026598764602813,7,10
92,N283,0.002650800896294,12,10
93,N405,0.00264952413555301,5,9
94,N280,0.00263913157428464,3,7
95,N20,0.00262280933263353,2,9
96,N366,0.00261744273664749,12,7
97,N46,0.00261461496468271,7,9
98,N170,0.00260716720277884,5,10
99,N443,0.00260129375261538,5,7
100,N88,0.00259985443598348,6,7
101,N84,0.00259770067255086,5,7
102,N204,0.0025929087185152,4,8
103,N462,0.0025925306825612,7,9
104,N90,0.00258571419895288,4,9
105,N360,0.00257805164436184,10,8
106,N441,0.00257172937714351,5,8
107,N220,0.00255503892069382,9,10
108,N85,0.0025377724099167,5,7
109,N47,0.00252931378214943,5,8
110,N135,0.00252335957634516,4,9
111,N134,0.00251964656697106,9,9
112,N261,0.0025055746110284,6,7
113,N80,0.00250116437503599,12,8
114,N91,0.00249640714114852,6,5
115,N276,0.00249094675967511,4,6
